Name,Rating,Total Rating,Hours,Total Lectures,Level,Current Price,Original Price,Link
Data Science Bootcamp: Your First Step as a Data Scientist,Rating: 4.6 out of 5,(6),12 total hours,102 lectures,All Levels,$13.99,$49.99,https://www.udemy.com/course/r-for-data-science-first-step-data-scientist/
Data Science Projects - Data Analysis & Machine Learning,Rating: 3.8 out of 5,(6),1.5 total hours,17 lectures,Intermediate,$13.99,$19.99,https://www.udemy.com/course/data-science-projects/
dbt-Beginner to Pro,Rating: 4.2 out of 5,(6),4 total hours,37 lectures,All Levels,$13.99,$54.99,https://www.udemy.com/course/dbt-beginner-to-pro/
Regression Analysis : Supervised Machine Learning in Python,Rating: 3.8 out of 5,(6),1 total hour,23 lectures,All Levels,$13.99,$29.99,https://www.udemy.com/course/regressionanalysis/
Machine Learning Fundamentals,Rating: 3.9 out of 5,(6),1 total hour,18 lectures,Beginner,$13.99,$19.99,https://www.udemy.com/course/machine-learning-masterclass-part-1-fundamentals/
100 Days of Code: Data Scientist Challenge 2022,Rating: 4.7 out of 5,(6),1.5 total hours,331 lectures,All Levels,$13.99,$19.99,https://www.udemy.com/course/100-days-of-code-data-scientist-challenge/
Master Google Cloud | A Step-by-Step Guide for 2022,Rating: 3.8 out of 5,(6),8 total hours,119 lectures,All Levels,$13.99,$19.99,https://www.udemy.com/course/master-google-cloud-a-step-by-step-guide-for-2021/
Crash Course: Machine Learning Pipeline and API using R,Rating: 4.2 out of 5,(6),2 total hours,24 lectures,Intermediate,$13.99,$29.99,https://www.udemy.com/course/pipeline-tidymodels/
Introduction to GIS and Remote Sensing with R,Rating: 4.9 out of 5,(6),1 total hour,31 lectures,All Levels,$13.99,$19.99,https://www.udemy.com/course/introduction-to-gis-and-remote-sensing-with-r/
Hands-On Computer Vision with PyTorch 1.x,Rating: 4.5 out of 5,(6),3 total hours,37 lectures,Beginner,$13.99,$84.99,https://www.udemy.com/course/hands-on-computer-vision-with-pytorch-1x/
Linear Programming for Data Science,Rating: 5.0 out of 5,(6),2.5 total hours,19 lectures,Beginner,NA,NA,https://www.udemy.com/course/linear-programming-for-data-science-i/
Deep Learning for Image Classification in Python with CNN,Rating: 4.1 out of 5,(6),1 total hour,37 lectures,All Levels,New,NA,https://www.udemy.com/course/deep-learning-cnn/
Hands-on Scikit-learn for Machine Learning,Rating: 3.5 out of 5,(6),9 total hours,50 lectures,Intermediate,NA,NA,https://www.udemy.com/course/hands-on-scikit-learn-for-machine-learning/
SGLearn@From 0 to 1 : Spark for Data Science with Python,Rating: 4.6 out of 5,(6),8.5 total hours,55 lectures,All Levels,NA,NA,https://www.udemy.com/course/sglearnfrom-0-to-1-spark-for-data-science-with-python/
A gentle introduction to deep neural networks,Rating: 3.7 out of 5,(6),3 total hours,16 lectures,Beginner,NA,NA,https://www.udemy.com/course/a-gentle-introduction-to-deep-learning/
The Complete Supervised Machine Learning Models in R,Rating: 4.4 out of 5,(6),13.5 total hours,95 lectures,All Levels,NA,NA,https://www.udemy.com/course/the-complete-supervised-machine-learning-models-in-r-y/
Data Science and Machine Learning Basic to Advanced,Rating: 4.6 out of 5,(6),5 total hours,36 lectures,Beginner,New,NA,https://www.udemy.com/course/data-science-and-machine-learning-basic-to-advanced/
Plotly in R Programming,Rating: 4.1 out of 5,(6),3 total hours,45 lectures,All Levels,NA,NA,https://www.udemy.com/course/plotly-in-r-programming/
Backpropagation Learning Method in Matlab,Rating: 4.5 out of 5,(5),3.5 total hours,19 lectures,All Levels,NA,NA,https://www.udemy.com/course/backpropagation-learning-method-in-matlab/
Trading-Bot with Python,Rating: 3.3 out of 5,(5),5.5 total hours,45 lectures,All Levels,NA,NA,https://www.udemy.com/course/trading-bot-with-python/
Deep Learning: Top 4 Python Libraries You Must Learn in 2021,Rating: 4.3 out of 5,(5),3.5 total hours,93 lectures,All Levels,NA,NA,https://www.udemy.com/course/deep-learning-python/
Statistics for Data Analytics,Rating: 4.4 out of 5,(5),6.5 total hours,26 lectures,All Levels,NA,NA,https://www.udemy.com/course/statistics-for-data-analytics/
Nature of intelligence-advanced topics in machine learning,Rating: 4.6 out of 5,(5),4 total hours,9 lectures,Expert,NA,NA,https://www.udemy.com/course/nature-of-intelligence/
Tensorflow Tutorial: Hands-on AI development with Tensorflow,Rating: 3.8 out of 5,(5),7 total hours,40 lectures,Beginner,NA,NA,https://www.udemy.com/course/tensorflow-tutorial-get-hands-on-training/
Fundamentals of image gradients and edge detection,Rating: 4.4 out of 5,(5),3.5 total hours,22 lectures,Beginner,NA,NA,https://www.udemy.com/course/fundamentals-of-image-gradients-and-edge-detection/
"Big Data Visualization Toolkit (Tableau, Alteryx, QlikSense)",Rating: 4.2 out of 5,(5),30 total hours,209 lectures,Beginner,NA,NA,https://www.udemy.com/course/the-big-data-toolkit-bundle-tableau-alteryx-qliksense/
Hands-On Unsupervised Learning with TensorFlow 2.0,Rating: 3.1 out of 5,(5),2.5 total hours,27 lectures,Intermediate,$13.99,$84.99,https://www.udemy.com/course/hands-on-unsupervised-learning-with-tensorflow-20/
Python: Master Machine Learning with Python: 3-in-1,Rating: 3.4 out of 5,(5),11 total hours,144 lectures,Beginner,$13.99,$84.99,https://www.udemy.com/course/python-master-machine-learning-with-python-3-in-1/
Feature Engineering Case Study in Python,Rating: 4.1 out of 5,(5),1.5 total hours,30 lectures,Beginner,$13.99,$19.99,https://www.udemy.com/course/feature-engineering-case-study-in-python/
Artificial Intelligence : Drowsiness Detection using DLib,Rating: 4.4 out of 5,(5),42 total mins,15 lectures,All Levels,$13.99,$19.99,https://www.udemy.com/course/artificial-intelligence-drowsiness-detection-using-dlib/
Data Science Methodology in Action using Dataiku,Rating: 4.8 out of 5,(5),4 total hours,38 lectures,Beginner,$99.99,NA,https://www.udemy.com/course/data-science-methodology-in-action-using-dataiku/
Introduction to AI Governance,Rating: 4.8 out of 5,(5),1.5 total hours,8 lectures,All Levels,$39.99,NA,https://www.udemy.com/course/introduction-to-ai-governance/
Big Data Processing and Machine Learning with Apache Spark,Rating: 3.1 out of 5,(5),9 total hours,95 lectures,Beginner,$13.99,$84.99,https://www.udemy.com/course/big-data-processing-and-machine-learning-with-apache-spark/
Progressive Deep Learning with Keras in Practice,Rating: 4.6 out of 5,(5),9.5 total hours,81 lectures,Intermediate,$13.99,$84.99,https://www.udemy.com/course/progressive-deep-learning-with-keras-in-practice/
15 machine learning projects 2022,Rating: 4.1 out of 5,(5),1 total hour,15 lectures,All Levels,$13.99,$24.99,https://www.udemy.com/course/industry-level-machine-learning-projects/
Deep Learning :The Complete Guide with CNN and ANN,Rating: 4.2 out of 5,(5),6.5 total hours,31 lectures,Intermediate,$13.99,$84.99,https://www.udemy.com/course/deep-learning-the-complete-guide-with-cnn-and-ann/
Data Science on R 2021-22,Rating: 3.6 out of 5,(5),11.5 total hours,97 lectures,Intermediate,$13.99,$84.99,https://www.udemy.com/course/data-science-on-r-by-orangetree-global/
Understanding Artificial Intelligence and Machine Learning,Rating: 3.9 out of 5,(5),8.5 total hours,29 lectures,All Levels,$13.99,$19.99,https://www.udemy.com/course/understanding-artificial-intelligence-and-machine-learning/
Machine Learning and Deep Learning with OpenCV,Rating: 3.3 out of 5,(5),6.5 total hours,63 lectures,Beginner,$13.99,$84.99,https://www.udemy.com/course/machine-learning-and-deep-learning-with-opencv/
Working with Apache Spark (Sept-2020),Rating: 4.4 out of 5,(5),3 total hours,28 lectures,All Levels,$13.99,$84.99,https://www.udemy.com/course/working-with-apache-spark/
Using AI to Transform Search,Rating: 4.1 out of 5,(5),2 total hours,21 lectures,Intermediate,$13.99,$84.99,https://www.udemy.com/course/using-ai-to-transform-search/
Learn Web Application Development with Machine Learning,Rating: 4.9 out of 5,(5),18 total hours,90 lectures,Beginner,$13.99,$84.99,https://www.udemy.com/course/machine-learning-learn-by-building-web-apps-in-python/
Build Python Apps with TensorFlow and a Fun Super Tank Game,Rating: 4.5 out of 5,(5),24.5 total hours,166 lectures,All Levels,$13.99,$84.99,https://www.udemy.com/course/build-python-apps-with-tensorflow-and-a-fun-super-tank-game/
Cluster Analysis : Unsupervised Machine Learning in Python,Rating: 4.4 out of 5,(5),1 total hour,19 lectures,All Levels,$13.99,$29.99,https://www.udemy.com/course/clusteranalysis/
Electricity Demand Analysis using Data Science,Rating: 5.0 out of 5,(5),3 total hours,18 lectures,All Levels,$13.99,$49.99,https://www.udemy.com/course/bigdataenergy/
Think Like Data Scientist: Processes and Tools,Rating: 4.2 out of 5,(5),2 total hours,94 lectures,Intermediate,$13.99,$49.99,https://www.udemy.com/course/think-like-data-scientist-processes-and-tools/
Data Science Machine Learning & AI with 7 Hands on Projects,Rating: 4.6 out of 5,(5),2.5 total hours,16 lectures,All Levels,$13.99,$19.99,https://www.udemy.com/course/data-science-machine-learning-ai-with-7-hands-on-projects/
"Data science ,Analytics & AI Real world Project using Python",Rating: 4.8 out of 5,(5),7 total hours,45 lectures,All Levels,$13.99,$29.99,https://www.udemy.com/course/data-science-analytics-ai-real-world-project-using-python/
Applied Statistics using R with Data Processing,Rating: 3.3 out of 5,(5),2 total hours,39 lectures,Beginner,$13.99,$84.99,https://www.udemy.com/course/applied-statistics-with-r/
Introduction to Artificial Intelligence,Rating: 5.0 out of 5,(5),1.5 total hours,5 lectures,All Levels,$13.99,$34.99,https://www.udemy.com/course/introduction-to-artificial-intelligence-v/
"Numpy,pandas and data visualisation using python",Rating: 3.3 out of 5,(5),1 total hour,13 lectures,All Levels,$13.99,$24.99,https://www.udemy.com/course/numpypandas-and-data-visualisation-using-python/
LEARNING PATH: Python: Complete Data Analysis With Python,Rating: 4.2 out of 5,(4),3.5 total hours,33 lectures,Beginner,$13.99,$84.99,https://www.udemy.com/course/learning-path-python-complete-data-analysis-with-python/
"Data science - using python, plotly and leaflet",Rating: 4.2 out of 5,(4),10 total hours,39 lectures,All Levels,$13.99,$84.99,https://www.udemy.com/course/learn-data-science-covid-19-and-cholera-pandemic-projects/
Dive Deep into Statistics,Rating: 4.3 out of 5,(4),380 questions,All Levels,Current price,Original Price,NA,https://www.udemy.com/course/dive-deep-into-statistics/
Artificial Intelligence in Web Design and Live Project,Rating: 5.0 out of 5,(4),3 total hours,15 lectures,All Levels,$13.99,$19.99,https://www.udemy.com/course/artificial-intelligence-in-web-design-live-project/
Deep Dive into Artificial Intelligence - The Master Program,Rating: 5.0 out of 5,(4),11.5 total hours,43 lectures,All Levels,$13.99,$84.99,https://www.udemy.com/course/deep-dive-into-artificial-intelligence-the-master-program/
Deep Learning for Computer Vision,Rating: 3.2 out of 5,(4),11 total hours,34 lectures,Intermediate,$13.99,$29.99,https://www.udemy.com/course/dl_compvision/
Data Cleaning & Preprocessing in Python for Machine Learning,Rating: 4.4 out of 5,(4),1.5 total hours,31 lectures,Beginner,$13.99,$19.99,https://www.udemy.com/course/data-cleaning-in-python-for-analytics-machine-learning/
Deep Learning for Computer Vision with Tensorflow 2 - 2022,Rating: 3.2 out of 5,(4),11 total hours,57 lectures,Intermediate,NA,NA,https://www.udemy.com/course/deep-learning-for-computer-vision-with-tensorflow-2-2022/
SGLearn@Artificial Intelligence I: Basics and Games in Java,Rating: 4.1 out of 5,(4),7 total hours,69 lectures,All Levels,NA,NA,https://www.udemy.com/course/sglearnartificial-intelligence-i-basics-and-games-in-java/
Applied Advanced Machine Learning In Python,Rating: 5.0 out of 5,(4),3 total hours,13 lectures,All Levels,NA,NA,https://www.udemy.com/course/learn-applied-machine-learning/
A non-technical introduction to AI and its buzz words,Rating: 4.0 out of 5,(4),34 total mins,20 lectures,Intermediate,NA,NA,https://www.udemy.com/course/intro-to-artificial-intelligence/
Toxic Question Classification using BERT and Tensorflow 2.4,Rating: 3.3 out of 5,(4),2.5 total hours,18 lectures,Beginner,NA,NA,https://www.udemy.com/course/toxic-question-classification-using-bert-and-tensorflow-24/
The Deep Learning Masterclass - Convert Sketch to Photo,Rating: 4.4 out of 5,(4),8 total hours,50 lectures,All Levels,NA,NA,https://www.udemy.com/course/the-deep-learning-masterclass-convert-sketch-to-photo/
Data Science & Python: Data Science with Real Problems (2),Rating: 3.3 out of 5,(4),4.5 total hours,37 lectures,Beginner,NA,NA,https://www.udemy.com/course/data-science-python-data-science-with-real-problems-2/
Classification Models: Supervised Machine Learning in Python,Rating: 4.9 out of 5,(4),1 total hour,22 lectures,All Levels,NA,NA,https://www.udemy.com/course/supervisedlearning/
Feature importance and model interpretation in Python,Rating: 5.0 out of 5,(4),2 total hours,8 lectures,Expert,NA,NA,https://www.udemy.com/course/feature-importance-and-model-interpretation-in-python/
Predictive Modeling and Time Series Analysis with Minitab,Rating: 5.0 out of 5,(4),2.5 total hours,16 lectures,All Levels,NA,NA,https://www.udemy.com/course/predictive-modeling-and-time-series-analysis-with-minitab/
"Time Series Analysis, Forecasting, and ML with Python",Rating: 4.9 out of 5,(4),5.5 total hours,42 lectures,All Levels,NA,NA,https://www.udemy.com/course/time-series-analysis-forecasting-and-ml-with-python/
Reinforcement Learning for Robotics and Automation,Rating: 4.5 out of 5,(4),1 total hour,13 lectures,Beginner,NA,NA,https://www.udemy.com/course/reinforcement-learning-for-robotics-and-automation/
Hands-On Deep Q-Learning,Rating: 3.8 out of 5,(4),2 total hours,24 lectures,Intermediate,NA,NA,https://www.udemy.com/course/hands-on-deep-q-learning/
Data Science: Car Price Prediction-Model Building Deployment,Rating: 4.8 out of 5,(4),1.5 total hours,31 lectures,All Levels,NA,NA,https://www.udemy.com/course/hands-on-car-price-prediction-data-analysis-model-building-deployment/
2022 Complete Infrastructure As Code ( Beginners ),Rating: 4.5 out of 5,(4),8 total hours,95 lectures,Beginner,NA,NA,https://www.udemy.com/course/infrastructure-as-code-beginners/
Pandas & NumPy Python Programming Language Libraries A-Z™,Rating: 5.0 out of 5,(4),11 total hours,87 lectures,All Levels,New,NA,https://www.udemy.com/course/pandas-numpy-python-programming-language-libraries-a-ztm/
"Advanced Computer Vision RepLearning, VAE, GAN, DEEPFAKE +",Rating: 3.1 out of 5,(4),3.5 total hours,57 lectures,All Levels,$13.99,$84.99,https://www.udemy.com/course/deep-unsupervised-visual-representation-learning/
R Programming Easy As ABC: For The Beginner Data Scientist,Rating: 4.4 out of 5,(4),4.5 total hours,58 lectures,Beginner,$13.99,$19.99,https://www.udemy.com/course/r-programming-easy-as-abc-for-the-beginner-data-scientist/
Linear Algebra for machine learning and Data science.,Rating: 4.7 out of 5,(4),7.5 total hours,80 lectures,All Levels,$13.99,$24.99,https://www.udemy.com/course/master-linear-algebra-for-machine-learning-data-science/
Statistics For Data Science and Machine Learning with Python,Rating: 5.0 out of 5,(4),7.5 total hours,74 lectures,All Levels,$13.99,$84.99,https://www.udemy.com/course/python-statistical-methods-machine-learning-data-science/
Correlation & Regression: Concepts with Illustrative example,Rating: 3.5 out of 5,(4),3.5 total hours,9 lectures,Beginner,$24.99,NA,https://www.udemy.com/course/correlation-regression-concepts-with-illustrative-example/
Natural Language Processing (NLP) Using NLTK in Python,Rating: 3.9 out of 5,(4),3 total hours,54 lectures,Beginner,$13.99,$84.99,https://www.udemy.com/course/natural-language-processing-nlp-using-nltk-in-python/
TensorFlow: Application Development Using TensorFlow: 2-in-1,Rating: 3.1 out of 5,(4),4.5 total hours,46 lectures,Beginner,$13.99,$84.99,https://www.udemy.com/course/tensorflow-application-development-using-tensorflow-2-in-1/
Master Artificial Intelligence | Step-by-Step Guide for 2022,Rating: 5.0 out of 5,(4),13 total hours,139 lectures,All Levels,$13.99,$19.99,https://www.udemy.com/course/master-artificial-intelligence-step-by-step-guide-for-2021/
2022 Advanced Machine Learning and Deep Learning Projects,Rating: 3.7 out of 5,(8),5.5 total hours,32 lectures,All Levels,$13.99,$19.99,https://www.udemy.com/course/advanced-natural-language-and-image-processing-projects/
